reviewerID,name,location,yelpJoinDate,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount
KOjYo07sQ-w7sam9aIZObw,Sara V.,"Chandler, AZ",April 2011,35,48,4,76,15,14,3,7,1
fx_hUe75xBa2SW8SJE4mzQ,Jr A.,"Austin, TX",August 2006,18,28,3,100,25,14,13,0,0
C3AbXs7SU_dvynCqiZLi-Q,Candice H.,"Chicago, IL",October 2010,3,36,1,24,6,16,0,0,1
50xRP_rJi-kBI-ER5W9oIQ,Matt L.,"Chicago, IL",May 2011,0,6,0,24,0,2,0,0,0
OuNt91cr-haCCGsann-fQQ,Jaime J.,"Chicago, IL",July 2007,46,26,2,37,26,6,13,9,1
sqXZvsIbNGvKkCgbC6YOBQ,Jim J.,"Glen Ellyn, IL",June 2011,0,7,0,2,1,1,1,0,0
jTlvFiQ-AtzGlb7QjARHnQ,Kristen O.,"Normal, IL",December 2010,23,168,50,97,37,36,18,56,3
0ZTMHqBiDhseLjg-TuWUYg,Julie The Jew M.,"Elmhurst, IL",August 2010,4,17,0,23,6,9,3,0,0
6OWnLE1wL_nWJLWKMRpV3w,Andrea M.,"Chicago, IL",March 2011,0,11,0,2,1,2,0,1,0
_4QW4kWvOx9nbzJz4Y0-yQ,David W.,"Canton, MA",May 2006,11,43,2,59,24,21,10,2,2
_MMQv5UWkgyKcSVrjtIe2A,L S.,"Chicago, IL",February 2010,1,36,2,27,5,8,1,2,1
7he7FKzHbpmtxE4OPQXW3g,Chupah C.,"Brooklyn, NY",March 2011,0,14,0,2,1,0,1,0,0
LkXNQQaIc5yrKu9Ap87RrA,Robert popocole S.,"Reno, NV",February 2009,121,268,37,386,138,146,105,353,11
ILLKPpHPhQONJ6V9THiayQ,Ron I.,"Chicago, IL",February 2010,4,63,7,156,29,45,5,0,0
RRqiPVrBH6J7UHeoR0Amxw,Angie E.,"Naperville, IL",November 2009,30,82,6,38,18,17,26,132,3
MHy5FBzZ2yIfzuqUeuDVRg,Marisa V.,"Chicago, IL",May 2011,12,15,0,35,10,9,2,0,2
MDCEe1nWUlgsymC2AbVTmA,Sarah-jayne Judge Mental M.,"Chicago, IL",November 2008,47,228,10,394,294,277,60,0,2
0CcQ7b8AQkJMX7XVM1uyeg,Melissa R.,"Chicago, IL",November 2010,3,4,0,0,0,0,0,0,1
Ahgkd0w6hOgGR0RdsLmAAg,Stephanie Pierogi Princess J.,"Chicago, IL",May 2008,44,21,2,52,23,12,6,1,1
KnO622AXJw1G-TKi4J70Rw,Rico You down with Brown? T.,"Chicago, IL",March 2008,110,190,9,231,158,140,148,49,9
9ab-zK25N_p5a_eKt3Ls0w,James M.,"Chicago, IL",December 2006,10,44,1,56,33,7,16,0,1
CnqaxafcHZo8VyRwZahg5A,Meghan S.,"Chicago, IL",March 2006,8,48,8,54,19,6,11,0,1
0V-tJWxzc8L2Sl-aW-BLig,David J.,"Chicago, IL",July 2006,7,6,1,12,1,4,3,0,0
dt1n3wmyGvXiLIGav61teg,Stephanie The Influence H.,"Chicago, IL",April 2008,87,168,6,564,389,302,326,1,8
ir-x59s9n_hccNz4H7fxmA,julie b.,"Chicago, IL",October 2007,16,12,2,49,33,31,15,0,3
yDrgSyokqG5GTAjfnqwK6A,Sy S.,"Mundelein, IL",January 2007,0,41,6,56,15,11,1,0,1
m3qH3d97shbvSCtmUrpDFA,Melanie lazy loveee V.,"Chicago, IL",September 2006,378,712,47,2155,1455,1301,1403,19,47
jZyDMtU5kbaIu0oml0ffbA,Court Can I get an 'amen' for warm bread? R.,"Chicago, IL",August 2006,20,77,1,92,52,28,33,0,8
Xy70Ptirans_SEp3Y82tgg,Julia T.,"Streamwood, IL",January 2008,2,27,1,29,11,9,2,0,0
UVxY0iyPaqY7s4BSFtt-xA,Wanugee Golden Dragon Fortunes N.,"Pleasant Hill, CA",June 2007,2846,1525,271,14212,11700,9092,13116,1253,235
6OmqHNB2OQT67LBOS1deSA,Christy B.,"Chicago, IL",December 2006,3,16,0,17,13,6,6,0,0
zeDNlnGQx3iecCKSqnaIew,Erin W.,"San Pedro, CA",March 2007,40,34,3,31,12,2,0,0,0
7Kqx4eFV9d9LfDRfJ_LUcw,kirsten s.,"Jackson Heights, NY",June 2006,16,32,7,38,27,6,16,0,4
P2W508PlOY2LYzDtbXk1tw,Jennifer Snack Monster B.,"Chicago, IL",January 2009,27,108,4,135,52,23,21,0,1
g3fUQvB3O0iBHTHf717ovg,Anthony S.,"Chicago, IL",November 2006,5,11,1,31,10,1,5,0,1
qNgmvqt7zuLt1g9o-TFSdg,"Anne I like to bike, but I'm not a hipster S.","Chicago, IL",April 2008,237,382,20,716,454,272,333,3,16
ZnZEjrNzJYHaBeBVjE_MHA,JIm L.,"Park Ridge, IL",November 2011,0,10,1,2,1,2,0,0,0
u_HHbHaThhGcJLCgfKQ6yA,will BEAMIN b.,"Ladera Ranch, CA",January 2011,4,25,0,10,7,10,1,1,2
gGatME9zJV2I3WVx1depLw,Chris K.,"Chicago, IL",August 2006,9,47,1,87,6,3,10,0,0
-IAgPYlSEaeXPIjPs-feLg,Katie H.,IL,February 2007,3,31,1,27,9,6,3,1,0
PaUJ_25DBl2OI-VcXgMuCw,Jen R.,"Chicago, IL",June 2010,0,2,0,3,0,0,0,0,1
_efwv_wcRg4k5JQGfD7k5Q,David L.,"Northbrook, IL",July 2010,4,24,1,5,1,0,1,2,0
oyiEr3jDhkX39-vY9hAazA,Erica I.,"Chicago, IL",April 2009,27,92,5,86,58,53,8,3,1
9xyPuO2EDT78h4FyyqGxZQ,Tunwa Turtle Y.,"Chicago, IL",June 2009,11,1,0,0,0,0,0,0,0
R5GAsAJiw50M-nntDmGJUg,Yoko From Japan S.,"Lincoln, NE",February 2011,0,12,0,11,2,1,0,1,0
Kx_eu0rIJk7oGXHtrtBUDQ,Liz C.,"Chicago, IL",October 2004,10,22,18,20,5,3,2,0,0
kdeEzsHEyhstgqMljMBfGg,Matthew P.,"Chicago, IL",December 2009,0,3,0,2,0,1,0,0,0
7Ku_Rjj_nLGSVKe2b1AQAQ,John Dugan M.,"Chicago, IL",May 2010,0,2,0,3,0,0,0,0,0
97QMP0qtc0qzkNyUh8Tfdw,Kira Supernova M.,"Los Angeles, CA",November 2009,78,155,0,251,178,204,343,49,11
ui8tb6AnbrpQHhiir1vMBw,Amanda Mandu L.,"Chicago, IL",July 2009,0,6,0,3,2,0,1,0,0
yuBdRC_cWBeSL2KtyqSEVg,Julie N.,"Morton Grove, IL",June 2008,37,43,1,35,19,12,7,0,3
w3BdHiraZjuhXWkdQKuOfQ,Kathryn kat B.,"Redwood City, CA",February 2007,27,210,9,165,71,45,47,6,4
DGI2p3i3LO6wVKcvyMmWcA,Melissa B.,"Riverside, IL",February 2007,41,114,11,110,86,17,49,0,1
YtkeBFGVDcZxlRwwj6vy2w,Ricardo M.,"Santa Fe, NM",October 2010,1,8,0,4,2,0,0,0,0
pLlxSMDvqaYuwysqbVjTFQ,r. n. duh m.,"Chicago, IL",December 2007,16,13,2,16,6,5,4,0,1
zM_LLLmacDCg4PaOcrOtXg,Mandi A.,"South Bend, IN",October 2009,6,28,3,42,14,11,7,0,1
WE1_EVJP767u6nBRgusVCA,J Chi-Town's Finest R.,"Chicago, IL",December 2008,12,74,4,54,25,15,15,0,0
pxlEgDdmEs2HfKaai2dvwA,Lynn M.,"Chicago, IL",July 2006,5,57,2,50,17,11,5,0,0
vD7dExczKGxj-sgO455DYw,Sarah F.,"Chicago, IL",June 2007,12,16,0,11,3,3,2,0,0
SZhFfOKaaL4liirkdMdObQ,Lisa P.,"Chicago, IL",July 2008,2,23,0,9,2,1,1,0,0
xr-bzh3URQxl7PTznT3W1Q,Robin B.,"Portland, OR",August 2008,4,40,0,37,17,12,1,0,1
Hh7GQIAf3m9ONiL8bGz9sQ,John L.,"Chicago, IL",November 2006,258,321,131,740,664,747,481,0,16
FR8XDcNq2649pbf5cmhtgA,Janka janka710 P.,"Chicago, IL",March 2009,1,11,0,8,8,2,0,2,0
BkMDu6kkPrS1fjfZigZoZg,Haley B.,"Lake Forest, IL",October 2011,1,30,2,16,2,5,0,0,0
3gPFt8Eg6lGsECbC7k5TWQ,Jennifer A.,"Chicago, IL",July 2009,0,7,2,12,1,5,0,0,0
cqhKVrw9Tm_9T4vgneHTFA,Bobby C.,"Los Angeles, CA",October 2009,54,65,0,55,37,24,26,0,1
fu4gm0zFBxWS5Q_JfrcRUA,Yadira Yari D.,"Chicago, IL",January 2009,1,38,4,16,3,4,1,0,0
f7QQEQB3xt-2cowTyk9sbg,Rika T-Bone K.,"Grapevine, TX",February 2010,22,29,1,37,25,34,7,2,0
0kfN8zux3md_1TbdR4YJlA,Jennifer Time for some fun! V.,"Groveland, FL",February 2008,14,119,42,151,48,53,17,0,1
C5tFJX10O7loOIJVidqd-Q,Elizabeth A.,"Chicago, IL",February 2010,8,19,4,31,13,17,8,0,2
buGmU08rxn6cccK_b0f5ow,Allyson D.,"Chicago, IL",November 2006,8,71,8,63,53,20,21,0,8
wwfz2OwX8HS8ZlynkvOQ5w,Garret Myzyri B.,"Oak Forest, IL",July 2011,4,26,9,19,2,8,1,0,1
zFBXPiAV_mTeROu-eYp_2A,J B.,"San Diego, CA",August 2006,6,136,12,184,77,33,27,0,2
vsVH9MNBMrBvAG52xkKXJg,Greg WindyCityGuy E.,"Chicago, IL",November 2008,21,38,1,41,5,21,9,10,0
eH6ZSnRU0JGOiqyulLwvsg,nancy b.,"Chicago, IL",June 2010,26,90,3,55,19,19,11,5,2
plnQkgSG0nzlIKTCPPvknw,Dino D.,"Forest Park, IL",December 2010,17,61,3,39,9,16,21,2,1
h-fLV73R-wF0OQ-9dQkbKQ,Lauren If you're Elite you might need a hobby H.,"Independence, MO",April 2009,8,61,7,69,19,25,17,0,1
aFnl9einK3P9SpGocZhIKg,Aisha ChiCha C.,"Indianapolis, IN",March 2008,0,8,1,22,6,9,0,0,1
RyL1r4j4YVV8CHArPpLjHQ,brett m.,"Chicago, IL",December 2005,13,21,1,22,8,8,11,0,1
bLg4Q7mcPBEkd7bOQb6Now,Tracy O.,"Chicago, IL",April 2006,16,12,0,14,6,3,3,0,0
YCFWE0KdIM_E_ukeDnCPNg,subbu a.,"Chicago, IL",March 2008,2,11,0,18,11,0,1,0,0
f3nyZHLfJMJuNd5cPLvM1w,Andrew F.,"Chicago, IL",May 2010,1,30,1,7,2,3,1,0,0
BEuFjnnyTzhzd8BdGkQHCg,Herine C.,"Evanston, IL",May 2008,0,24,0,8,5,1,0,0,0
te-2N9AX8OaycfYCURFExA,Sarah T.,"Chicago, IL",March 2009,8,30,2,21,11,1,6,0,2
HXnnCiHjuj8zTvh5kvUhhA,Chris manwithgills D.,"Naperville, IL",February 2009,9,51,5,60,22,23,7,0,2
EISLZc8nqFk5ZNaX8gCrwA,Silkbug Alis Volat Propiis e.,"Chicago, IL",October 2007,12,51,1,30,15,11,12,0,1
m39McCuoAf9IgRlda4s0IA,Maggie G.,"Chicago, IL",April 2008,0,16,0,17,1,4,0,0,2
d4ScAXqfBmFSPiob6Hfxqw,sara SarrrraPeee p.,"Chicago, IL",May 2008,11,9,0,6,2,0,1,0,0
4DzZ833v9w3JnJYTnXWRWw,Jenny C.,"Chicago, IL",May 2008,13,30,1,39,7,13,1,0,1
z3byRwqYNtEMYVK0BRsu-Q,Mimi moxi P.,"Chicago, IL",October 2008,2,78,22,79,12,28,1,0,1
adu0H5wAtwS-eOG5v1sylw,Isabella G.,"New York, NY",August 2011,0,34,0,20,9,15,4,0,0
Li1HVGOQVAre8YgiTLra6w,A shman S.,London,April 2009,12,215,31,105,33,39,39,18,2
k_ye0NWiq4BgvuUpYgTaqQ,Alexis S.,"Chicago, IL",June 2007,17,132,5,145,52,32,31,0,2
r297o8OYVVDCTXS7pFKctQ,Nima Limree P.,"Chicago, IL",May 2009,40,24,3,23,7,8,7,0,2
II0AaBmdlsqEkiAGIf0LTQ,Bonnie Dogs rule! L.,"Chicago, IL",January 2008,52,118,16,193,125,64,170,0,4
4Hjtk86eTkPAcmEXDS1gKQ,Erin Week-Long Birthday Celebration M.,"Chicago, IL",March 2009,27,38,1,18,13,9,12,0,0
dEKsA1qX45a6FsV5yk71-Q,Terrye SMACKS C.,"Vallejo, CA",June 2011,2,13,0,1,0,2,0,0,0
aap28SyjYTUKlnayaVrDPg,Anthony Shaker A.,"Chicago, IL",July 2008,3,19,0,6,3,7,1,0,0
s662lzDP3_DbWU9WY0tebA,Dominique S.,"Chicago, IL",September 2010,0,10,0,6,1,1,0,0,0
oVjEx-bNbs2JI1AzBIl_-g,Viraj P.,"Washington, DC",July 2010,115,50,3,57,11,4,8,5,4
oRJ17DFcJz8YHjHcavzcog,Ed F.,"Chicago, IL",June 2009,1,20,1,5,4,2,1,5,0
w6jMUOTNds4tX65LCaabdg,Lady Everything happens for a reason N.,"Cook, IL",July 2009,0,5,0,6,0,0,0,0,0
MIxRruPJlSCNLmjKI8bLRw,Michaela N.,"Chicago, IL",June 2010,9,12,0,12,1,2,2,0,2
T4-1_2oSBLqtnIwY6oiFrA,Valerie A.,"Los Angeles, CA",January 2008,9,42,0,40,12,10,4,0,1
jyLJ253sDKqhTVpNDsCw9w,Sean The Eatter LOL G.,"Chicago, IL",November 2011,7,5,0,2,0,3,0,0,0
jVjuv-C8oMuD6n-MhgsMHg,Diana Ducky G.,"Chicago, IL",April 2008,77,498,50,228,85,101,82,27,4
VG6s89KIF41DHqoGHBRSpQ,Amy W.,"West Chicago, IL",August 2008,3,27,3,34,5,5,3,0,0
6tp-YfycP4qWjebo_ysfWw,Kelly Woman of Steel G.,"Chicago, IL",February 2008,22,112,6,96,51,36,23,1,0
IRgkma1Y0m6HnA2c1S_5Vg,Alexandra Miami B.,"Chicago, IL",March 2010,58,14,1,10,3,6,3,80,3
fqVvUuLv33guDsW9Y9QKLA,Nikki R.,"Chicago, IL",May 2007,12,41,1,54,22,6,7,1,4
EWp4tv1mClyYa-f5PxlEZA,Arelia J.,"Little Rock, AR",March 2010,0,16,1,8,2,0,3,3,0
MM5x-c5v0K--hqOg8w1Eyw,Lauren B.,"Chicago, IL",December 2010,3,31,0,22,3,0,2,0,1
PyQQUSMog1aS74ZpTGHHmg,Christopher Chris P.,"Chicago, IL",February 2008,4,6,0,0,1,1,0,0,0
3xcD22NtOPWPwfvwbz2ngQ,Sarah A.,"Chicago, IL",March 2007,6,44,4,39,17,18,10,0,1
p6iQxRSm5XoTLOOQKsJgqA,Lee I should weigh 300 lbs W.,"Chicago, IL",December 2006,7,47,2,43,23,8,11,0,0
3Xo0de_4W45dUWenSfM1HQ,Gen H.,"Chicago, IL",July 2008,4,15,0,15,13,4,7,0,0
Fi8pBHcFvRkaJO88q6T69A,Aaron I stayed in Bridgeport before it was cool S.,"Chicago, IL",November 2006,79,258,26,499,271,284,69,3,9
PtrnTT65rRyProvXao6U3Q,Fritz G.,"Grand Rapids, MI",January 2008,7,55,25,53,19,6,2,0,2
IVLNC-mi1LyLNXpNUejLxg,Josh L.,"Chicago, IL",February 2010,0,6,0,2,0,0,0,0,0
vM73JdIgmAb3p3vu7mOpsQ,Melissa A.,"Chicago, IL",April 2008,9,10,0,1,1,0,0,0,0
p3SNPaOrP5LlPX45KQZeNg,Jasmine D.,"Chicago, IL",May 2008,28,50,0,22,22,19,4,2,1
nHlImggycLNOseog5BjTlw,Jorge M.,"Chicago, IL",March 2010,13,112,4,59,20,27,16,0,0
Oo8Vb79vvKFaghmiqx6qfA,phil m.,"Portland, OR",July 2010,10,43,1,18,6,5,3,0,1
5h7nJ0WDNg8pS4WUiY4jHA,JENNIFER Jen K.,"Chicago, IL",December 2008,2,3,0,0,0,0,0,0,0
Hgms_UKjQ6IxuPReWtcFsg,janis p.,"North Aurora, IL",June 2010,0,5,0,5,0,0,0,0,0
ojZmy5KP764SLwop01t0SA,Began T.,"Chicago, IL",September 2010,0,17,0,15,1,10,0,0,0
-qRY3o7VLMZtdoNKXQf0MA,Pandora witchiepoo P.,"Chicago, IL",April 2006,23,73,15,99,43,12,25,0,1
_fMpOqPqlfkvDzYrM112lA,Emily C.,"Fremont, CA",November 2009,14,35,1,38,21,8,6,0,5
NRhCCFH7ABQeTB-SapK2_Q,Rona J.,"Chicago, IL",February 2008,5,31,2,39,14,11,5,0,0
-pkB-0dBj8IMF2r1unTW_A,Kayla A.,"Chicago, IL",June 2009,0,6,0,3,0,0,0,0,0
AYrlFGtEcPDhH3fqtvaCkw,Leah A.,"Chicago, IL",June 2008,7,27,1,11,4,9,2,0,0
nEEDPo_Uht4OoW6A-jS1ng,Philip D.,"San Francisco, CA",March 2009,25,85,0,31,18,12,4,1,0
1ybm2zZs1ztC2DtS-5wTXg,Marina G.,"Chicago, IL",February 2010,3,1,0,0,0,0,0,0,0
po1S5_JHMSI3NH3VaBAGqQ,Tanya Yarrrrn Diva D.,"Chicago, IL",May 2008,44,33,2,73,13,16,3,1,2
PEoDSwvql0-PJ02ktfPknQ,Aaron B.,"Manhattan, NY",January 2011,0,4,0,1,1,3,0,0,0
sqCNfM7nTMjahj8ZXNNyZg,Bradley Just say NO! to TIF S.,"Uptown, Chicago, IL",September 2008,5,96,4,44,18,11,9,41,0
K35a4_-Gb-_RDcf3CzaqZg,Sarah R.,"Chicago, IL",May 2010,0,8,0,3,0,0,0,0,0
5TM40GaQDDkcWtBvIsa-Iw,Tone Cotton Candy F.,"Chicago, IL",December 2008,24,39,0,21,9,5,3,56,0
x2OXHLjrOMcn9PG28R0J5w,Edward BigEddie S.,"Arlington Heights, IL",January 2011,0,11,0,6,0,0,0,0,0
uafkaLELvZDMhFXGqBLqRQ,Jon we gotta get out of this place L.,"Chicago, IL",January 2009,11,10,0,13,4,4,0,0,0
DX-hjzuh2vSOtuT4kPiQxA,Matthew off the wagon L.,"Chicago, IL",February 2008,8,19,2,8,8,3,5,0,1
zrcR3oUmMXBUdXYchS1d8Q,Dennis H.,"Evanston, IL",March 2009,6,14,0,2,1,0,1,3,1
px4jN8rnr3scYy-E5PEjPg,Chizz P.,"Chicago, IL",April 2009,6,99,7,78,12,17,3,1,2
iagZ0VsgB8KROQHxMJa3PA,Rachel H.,"Boulder, CO",April 2009,6,22,2,18,3,2,1,0,1
Sf5nxKtPMEQwg9qNRHNTuA,Daniel L.,"Chicago, IL",May 2008,16,34,0,59,14,15,2,2,2
94b1PDzomJumr7lhNY--8Q,Rampelle A.,"Chicago, IL",November 2009,27,25,0,14,6,6,1,3,0
TfJm6Fc2dGko_6XhWZdqhQ,Katie O.,"Chicago, IL",April 2009,5,25,1,15,2,5,2,0,0
aUAeXvJP_PqnpVruDKm4iw,Sharon N.,"Chicago, IL",July 2009,3,27,2,27,6,6,3,0,0
R67_W_HXmsO-bd872AKw8Q,Olin GRINDER S.,"Northern, CA",July 2010,224,588,217,221,63,86,97,463,7
1wvYrt4q82e6cBrWB5yWJQ,Lucas Todd D.,"Atlanta, GA",April 2010,29,31,0,6,3,4,2,13,0
aOImbw1hxdFB0hq-dpzWPQ,Seth R.,"West Dundee, IL",July 2010,3,30,2,33,4,3,2,11,0
NCqQjCjj3xYq0WLFBRZmUg,Amy Aims S.,"Chicago, IL",November 2007,16,39,3,27,17,8,5,0,0
FEzuJ7zyXkJ6sE0wkC5Siw,Dina Pirate G.,"Eastbourne, East Sussex",September 2009,31,86,29,149,103,93,23,9,3
N_CSHJDBhdebuImPl1Iieg,Holly M.,"Chicago, IL",November 2010,0,2,0,0,0,0,0,0,0
cfnzFwKYdJ37697KON9zYA,Robert C.,"Toronto, ON",June 2010,4,15,1,21,5,2,2,0,1
PaKjGPcTpmA_jyImH7wEWA,John Y.,"Chicago, IL",October 2005,0,15,2,8,2,0,3,0,0
zu8HXP0KDIw4R5AvCeRy-g,Trey M.,"Chicago, IL",April 2008,1,20,1,9,6,2,2,0,0
OPzaXH41N6ZxyGH_uBf44A,Kim E.,"Chicago, IL",September 2008,47,9,1,10,2,4,2,0,1
vML_i7GQ-N5qLZDJwxtliw,Sharon P.,"Arlington, VA",June 2009,5,6,1,10,4,2,2,0,0
MayNO9rO_D0wL-G51mcVPA,lori m.,"Chicago, IL",July 2008,1,65,1,36,11,11,2,0,1
PwD2kS9lST4m3q6WmCtqsQ,C W.,"Cedar Lake, IN",July 2009,0,29,9,25,5,5,1,2,1
vergfIUL5HWKZ1CovV4liQ,glenda c.,"House Springs, MO",January 2010,26,10,1,4,2,0,1,0,1
UM7Fk1E0ij7Kpig1jgD2DQ,Michael MDK D.,"Aurora, IL",October 2008,4,35,3,125,64,94,1,7,0
9vjessZ3VMgomrpGW-Q9MA,Patricia L.,"Chicago, IL",February 2010,5,35,1,19,6,2,1,0,1
TkAusSexzoxOZgWTMaFOow,Brandon B.,"Chicago, IL",October 2009,4,13,0,6,3,0,1,0,2
hlFD_c_AyPTVsdqZrqrCyQ,Sarah V.,"Chicago, IL",June 2010,14,9,0,10,5,4,1,0,0
a6fOMcygl9UvXS_NWiIgbg,Aileen C.,"Chicago, IL",June 2010,3,9,0,5,0,0,0,0,0
VwzAjpFsfpwZDG_KF4bRNQ,Rebecca The Helicopter Mom B.,"Chicago, IL",April 2006,0,19,0,13,4,1,1,0,0
EOJbsuD4Gni3fPIgJpTkXw,Joshua R.,"Edgerton, WI",February 2011,3,3,1,1,1,0,0,6,0
py26Vbbkzrc-m59Rc-kvgA,Hugo hugoboss B.,"Algonquin, IL",June 2010,24,15,1,6,1,2,3,145,1
os43qpFFs8cAKB2vtSM5tw,John M.,"Lumberton, NJ",July 2010,12,8,0,2,0,0,1,42,0
_E9DY_woylrPOYJPBIyBEg,Joe D.,"Los Angeles, CA",December 2009,15,149,13,83,14,8,11,0,2
swofjKHVntyAmSHJZUnu0A,Kapil K.,"Chicago, IL",September 2010,2,3,0,15,1,6,0,0,0
20Cgl7PgQc_JQmxQm8a0eA,Tony G.,"Sugar Land, TX",April 2011,3,118,18,27,8,15,5,10,0
NhxHbBBZDO1WKlV5ZP4roQ,kevin m.,"Chicago, IL",May 2008,0,12,0,9,5,2,0,0,0
dHjPVRx6YwELXfIWrJrgOg,Jeff H.,"Chicago, IL",May 2009,0,5,0,0,0,0,0,0,0
vK-hrlzMofxUAXfTt5Wp9Q,Nikki nikki G.,"Chicago, IL",June 2009,0,40,0,21,8,7,1,0,1
whSCdUYONrmM1rY4BzvgSQ,William M.,"Chicago, IL",July 2006,0,2,0,0,0,0,0,0,0
rTIHmrgllwsU6wtltA5GhA,Lark G.,"Chicago, IL",February 2009,0,15,3,2,3,3,0,0,0
Wb4YMC2F9hdt8giWTut42A,Mandi K.,"Chicago, IL",May 2009,1,8,0,6,4,0,0,0,0
w_dIoZfV_u4g3ABDCgdpIg,M G.,"Aurora, IL",April 2007,11,35,5,37,5,9,7,61,0
5xrJo6_HL-ewLjnnCX_Ntg,Alex B.,"Chicago, IL",January 2010,0,8,0,3,2,1,0,0,0
RwMmLCtlk5AmxZCBsD2prg,Gary C.,"Evanston, IL",August 2009,0,3,0,6,1,0,0,0,0
0YuRWBzzw2t_RZYwOYdTPg,C J.,"Chicago, IL",February 2011,0,6,0,1,1,0,0,0,0
AAEWWrc9zSc6Ih1DpVheXw,Martha S.,"Chicago, IL",December 2009,3,12,0,1,1,1,0,0,0
CxxPUsjExKIQWu7I_XTJug,Jennifer G.,"Chicago, IL",July 2007,0,35,3,12,4,1,0,0,0
HfBFFqcrzUR7DHOxGEmLXQ,Anne Y.,"Lincolnwood, IL",July 2010,0,4,0,1,0,1,0,0,0
B8u7Uhxw_935tr0i7stBzA,Stephanie F.,"Chicago, IL",October 2008,1,48,8,32,12,12,2,1,0
vnatfj35e3BvJJz8XL6dzg,Cere W.,"Chicago, IL",May 2010,2,17,1,9,4,4,0,0,1
iQF2B8J3HDo8kDmd4eShKA,Cynthia G.,"Los Angeles, CA",August 2010,375,430,47,1611,983,644,438,106,9
HaX4TX57CfjirAQNYOsJNQ,Courtney P.,"Chicago, IL",July 2011,6,2,0,0,0,0,0,0,0
cateR9oVD7LS1yXaUAemiw,Ray A.,"Minneapolis, MN",October 2009,0,10,1,1,0,0,0,0,0
zamUBE_ba0oG0Li4NpYx1w,Sand H.,"Chicago, IL",June 2010,0,2,0,0,0,0,0,0,0
0gP54SeNLWdrlAho8zQl7A,Michael B.,"Chicago, IL",October 2011,0,17,1,3,0,1,1,0,0
2QLD4a-vF3Sp3Tjm3g67Lg,Patricia H.,"Chicago, IL",January 2010,1,7,0,3,1,0,0,0,0
Hoi5rR6MZz8a4-7oo-R1uw,dina d.,"Chicago, IL",May 2007,98,73,12,287,226,261,255,0,10
lnXOqUc2kcjga5o2jwSWLQ,Jennifer L.,"Chicago, IL",June 2011,0,10,1,3,0,0,0,0,0
MHMZQPOOAj8bvcZAnM1NPQ,elizabeth jefe k.,"Evanston, IL",September 2010,0,2,0,2,0,0,0,0,0
j15b0iIothmQpH7RWSBzFg,Jeanette The Most Smartest K.,"Addison, IL",July 2010,19,117,10,102,42,37,23,0,4
C7zK2lDLhMkj3WtolIlKTg,Amy B.,"Atlanta, GA",April 2006,23,47,10,125,45,28,26,0,5
GA7yPunUON_PjZ3-rIbSJQ,"Wendi Life sucks, but in a beautiful kind of way. M.","Chicago, IL",April 2009,45,37,0,78,54,38,14,5,1
DWF3TFKn_1WNGuMe8CIMag,Fadia k.,"Chicago, IL",September 2007,5,11,0,6,3,2,3,0,0
VL_GtBUwmHyPDNeAmHMI_w,Katie S.,"Peoria, IL",January 2007,2,9,0,25,10,0,0,0,0
2gSsx1I5sC_dTCuF3K49Hg,Erin L.,IL,January 2007,9,23,0,15,6,1,1,0,1
3XM3JrKxUaSn_tpqjjTckA,Megan B.,"Chicago, IL",June 2007,0,49,2,52,30,11,0,0,0
4Ai9d8Nw51MwBi85DQ1QQQ,Jasmine In it to win it. J.,"Los Angeles, CA",May 2008,23,233,7,552,286,249,162,0,5
YXJBGhxkMS47mb92lEgO0Q,Ahmed R.,Brighton,April 2011,8,2,0,1,0,0,0,0,0
jimZpDgwbiQwZRy_uCNaig,Tori W.,"Chicago, IL",July 2010,0,14,0,2,1,1,0,0,0
GATUG4IQHWgBmHAu9wFkcg,Darrick ez A.,"Chicago, IL",September 2009,1,12,0,1,0,0,1,0,0
iVBZraF4ITncVXE_cI8nkg,Stephanie B.,"Chicago, IL",December 2010,0,4,0,3,0,0,0,0,0
fLgT4CWz048HnU-jat7HLg,Gina L.,"Philadelphia, PA",February 2007,1,24,3,22,14,11,1,0,1
aDNMF5Jhx1M3BKjJuaIhJA,Alfred Fred W.,"Cedarburg, WI",December 2009,2,59,14,33,8,1,4,22,1
Q6mk-8KuPIdXyAvdQ6LNzQ,Isa veggie B.,"Chicago, IL",February 2007,74,110,7,97,42,26,33,2,0
ZHcDBcelF2HobBBhHGxEHQ,Anne N.,"Chicago, IL",February 2010,63,22,1,18,5,8,6,12,3
rC2PCfLaztmkZSx_VeVkxQ,Jojo Key Doe F.,"Key West, FL",December 2007,102,434,68,555,327,245,168,268,12
Ca-W-eOaHXihT2D8LRaC6g,France Your Favorite Eating Partner L.,"San Diego, CA",April 2008,162,24,1,14,7,4,8,1,4
fFPh1-kh0sJeUQEkbQ3XUA,Dylcia D M.,"Boston, MA",April 2008,4,12,3,7,2,0,0,0,1
1YdP2YtsIyFxCS7-Tu8z3w,Shannon M.,"Chicago, IL",June 2009,0,6,0,3,0,0,0,0,0
unhr8XMPGE9Y2p2wXI6QYg,Philip P.,"Winnetka, IL",December 2008,2,141,9,51,16,6,7,1,0
UFC1dFI4Z9z1wfymHySH_w,Heidi S.,"Chicago, IL",August 2010,3,7,0,2,1,0,0,5,0
